Id;Label;Annee_Bibliographique;Nom;Titre;Revue;nb_cit
39768782;DORNBUSC.R,1973;1973;DORNBUSC.R;CURRENCY DEPRECIATION, HOARDING, AND RELATIVE PRICES;JOURNAL OF POLITICAL ECONOMY; 8
41379253;MCKINNON,1976;1976;MCKINNON-RI;FLOATING FOREIGN-EXCHANGE RATES 1973-74 - EMPERORS NEW CLOTHES;CARNEGIE-ROCHESTER CONFERENCE SERIES ON PUBLIC POLICY; 0
39449794;DARBY,1972;1972;DARBY-MR;ALLOCATION OF TRANSITORY INCOME AMONG CONSUMERS ASSETS;AMERICAN ECONOMIC REVIEW; 8
40053597;BALTENSP.E,1974;1974;BALTENSP.E;PRECAUTIONARY DEMAND FOR RESERVES;AMERICAN ECONOMIC REVIEW; 0
41379168;KHAN,1976;1976;KHAN-MS;MONETARY MODEL OF BALANCE OF PAYMENTS - CASE OF VENEZUELA;JOURNAL OF MONETARY ECONOMICS; 0
39838842;PARK,1973;1973;PARK-YC;ROLE OF MONEY IN STABILIZATION POLICY IN DEVELOPING COUNTRIES;INTERNATIONAL MONETARY FUND STAFF PAPERS; 0
40507865;SINAI,1975;1975;SINAI-A;REAL MONEY BALANCES - OMITTED VARIABLE FROM PRODUCTION FUNCTION - REPLY;REVIEW OF ECONOMICS AND STATISTICS; 0
40200053;COOPER,1974;1974;COOPER-RVL;EFFICIENT CAPITAL MARKETS AND QUANTITY THEORY OF MONEY;JOURNAL OF FINANCE; 0
40814638;OTANI,1975;1975;OTANI-I;INFLATION IN AN OPEN ECONOMY - CASE-STUDY OF PHILIPPINES;INTERNATIONAL MONETARY FUND STAFF PAPERS; 0
41075295;MCPHETERS,1976;1976;MCPHETERS-LR;CANADIAN RESPONSE TO FLUCTUATIONS IN UNITED-STATES PRICES;REVIEW OF ECONOMICS AND STATISTICS; 0
41538736;BARKUME,1976;1976;BARKUME-AJ;CRITERIA FOR VOTING JUDGMENTS ON A PROPERTY-TAX INITIATIVE - ANALYSIS OF WATSON AMENDMENT;NATIONAL TAX JOURNAL; 0
40948824;HELLER,1975;1975;HELLER-WW;WHATS RIGHT WITH ECONOMICS;AMERICAN ECONOMIC REVIEW; 1
39835080;STRYDOM,1973;1973;STRYDOM-PDF;SOME OBSERVATIONS ON MONETARY POLICY;SOUTH AFRICAN JOURNAL OF ECONOMICS; 2
41507401;SCHMALENSEE,1976;1976;SCHMALENSEE-R;PUBLIC-INVESTMENT CRITERIA, INSURANCE MARKETS, AND INCOME-TAXES;JOURNAL OF PUBLIC ECONOMICS; 0
39046754;WALLICH,1971;1971;WALLICH-HC;TAX-BASED INCOMES POLICY;JOURNAL OF ECONOMIC ISSUES; 5
39577307;AGHEVLI,1973;1973;AGHEVLI-BB;STABILITY AND EQUILIBRIUM OF BALANCE OF PAYMENTS UNDER A FIXED EXCHANGE RATE;JOURNAL OF INTERNATIONAL ECONOMICS; 3
41031773;LEE,1975;1975;LEE-TH;MORE ON WINDFALL INCOME AND CONSUMPTION;JOURNAL OF POLITICAL ECONOMY; 0
40007154;HELLER,1974;1974;HELLER-WP;HOLDING OF MONEY BALANCES IN GENERAL EQUILIBRIUM;JOURNAL OF ECONOMIC THEORY; 4
41314564;IYOHA,1976;1976;IYOHA-MA;DEMAND FOR INTERNATIONAL RESERVES IN LESS DEVELOPED-COUNTRIES - DISTRIBUTED LAG SPECIFICATION;REVIEW OF ECONOMICS AND STATISTICS; 0
41065160;IBRAHIM,1976;1976;IBRAHIM-IB;FORECASTING GNP COMPONENTS USING METHOD OF BOX AND JENKINS;SOUTHERN ECONOMIC JOURNAL; 0
41174939;HELLIWELL,1976;1976;HELLIWELL-JF;MACROECONOMIC ADJUSTMENT PROCESSES;EUROPEAN ECONOMIC REVIEW; 0
38569985;FROST,1970;1970;FROST-PA;BANKING SERVICES, MINIMUM CASH BALANCES, AND FIRMS DEMAND FOR MONEY;JOURNAL OF FINANCE; 1
40933209;SALANT,1975;1975;SALANT-WS;INTRODUCTION TO SALANT,WA TAXES, MULTIPLIER AND INFLATIONARY GAP;HISTORY OF POLITICAL ECONOMY; 1
40933214;SAMUELSO.PA,1975;1975;SAMUELSO.PA;BALANCED-BUDGET MULTIPLIER - CASE STUDY IN SOCIOLOGY AND PSYCHOLOGY OF SCIENTIFIC DISCOVERY;HISTORY OF POLITICAL ECONOMY; 0
40830719;SCHERR,1975;1975;SCHERR-BA;PRICING PUBLIC-GOODS - EXPERIMENT WITH 2 PROPOSED PRICING SYSTEMS;PUBLIC CHOICE; 0
40830694;HETTICH,1975;1975;HETTICH-W;BUREAUCRATS AND PUBLIC-GOODS;PUBLIC CHOICE; 0
40711609;MELITZ,1975;1975;MELITZ-J;SUPPLY OF CREDIT AND SUPPLY OF MONEY;REVUE ECONOMIQUE; 0
38620330;FOLEY,1970;1970;FOLEY-DK;PORTFOLIO CHOICE, INVESTMENT, AND GROWTH;AMERICAN ECONOMIC REVIEW; 7
39685855;SALANT,1973;1973;SALANT-WS;SOME INTELLECTUAL CONTRIBUTIONS OF TRUMAN COUNCIL OF ECONOMIC ADVISERS TO POLICY-MAKING;HISTORY OF POLITICAL ECONOMY; 0
40053598;BOWDEN,1974;1974;BOWDEN-R;RISK PREMIUMS AND LIFE CYCLE HYPOTHESIS;AMERICAN ECONOMIC REVIEW; 0
39433838;LAUMAS,1972;1972;LAUMAS-PS;PERMANENT INCOME HYPOTHESIS - EVIDENCE FROM TIME-SERIES DATA;AMERICAN ECONOMIC REVIEW; 1
39433784;NAGATANI,1972;1972;NAGATANI-K;LIFE CYCLE SAVING - THEORY AND FACT;AMERICAN ECONOMIC REVIEW; 4
38620421;SIMON,1970;1970;SIMON-JL;CROSS-SECTION AND TIME-SERIES TESTS OF PERMANENT-INCOME HYPOTHESIS;AMERICAN ECONOMIC REVIEW; 1
38620845;MCMAHON,1970;1970;MCMAHON-WW;THEORY OF EARMARKING;NATIONAL TAX JOURNAL; 0
40598833;DEGRAUWE,1975;1975;DEGRAUWE-P;INTERACTION OF MONETARY POLICIES IN A GROUP OF EUROPEAN COUNTRIES;JOURNAL OF INTERNATIONAL ECONOMICS; 0
40101702;TOWEY,1974;1974;TOWEY-RE;MONEY CREATION AND THEORY OF BANKING FIRM;JOURNAL OF FINANCE; 0
40484798;MILLER,1975;1975;MILLER-E;STATUS GOODS AND LUXURY TAXES;AMERICAN JOURNAL OF ECONOMICS AND SOCIOLOGY; 0
40157823;FLEMING,1974;1974;FLEMING-JM;DUAL EXCHANGE MARKETS AND OTHER REMEDIES FOR DISRUPTIVE CAPITAL FLOWS;INTERNATIONAL MONETARY FUND STAFF PAPERS; 0
41379111;GIRTON,1976;1976;GIRTON-L;FINANCIAL CAPITAL MOVEMENTS AND CENTRAL BANK BEHAVIOR IN A 2-COUNTRY, SHORT-RUN PORTFOLIO BALANCE MODEL;JOURNAL OF MONETARY ECONOMICS; 0
40988006;TREVITHICK,1975;1975;TREVITHICK-JA;KEYNES, INFLATION AND MONEY ILLUSION;ECONOMIC JOURNAL; 2
39214249;GARCIA,1972;1972;GARCIA-G;OLECHS THEOREM AND DYNAMIC STABILITY OF THEORIES OF RATE OF INTEREST;JOURNAL OF ECONOMIC THEORY; 0
38630576;FIELDS,1970;1970;FIELDS-DB;INCENTIVES, DISINCENTIVES AND INCOME TAX - FURTHER EMPIRICAL EVIDENCE;PUBLIC FINANCE; 0
41216616;TREVITHICK,1976;1976;TREVITHICK-JA;MONEY WAGE INFLEXIBILITY AND KEYNESIAN LABOR SUPPLY FUNCTION;ECONOMIC JOURNAL; 0
41216774;JONUNG,1976;1976;JONUNG-L;MONEY AND PRICES IN SWEDEN 1732-1972;SCANDINAVIAN JOURNAL OF ECONOMICS; 0
38758135;DARLING,1971;1971;DARLING-P;INVENTORIES, PRODUCTION SMOOTHING, AND FLEXIBLE ACCELERATOR;QUARTERLY JOURNAL OF ECONOMICS; 1
39883075;KARAGEOR.D,1973;1973;KARAGEOR.D;DISTRIBUTION OF TAX BURDEN BY INCOME GROUPS IN GREECE;ECONOMIC JOURNAL; 1
41215362;MATHIESON,1976;1976;MATHIESON-DJ;IS THERE AN OPTIMAL CRAWL;JOURNAL OF INTERNATIONAL ECONOMICS; 0
39203916;STARR,1972;1972;STARR-RM;STRUCTURE OF EXCHANGE IN BARTER AND MONETARY ECONOMIES;QUARTERLY JOURNAL OF ECONOMICS; 6
39122628;SWOBODA,1972;1972;SWOBODA-AK;EQUILIBRIUM, QUASI-EQUILIBRIUM, AND MACROECONOMIC POLICY UNDER FIXED EXCHANGE RATES;QUARTERLY JOURNAL OF ECONOMICS; 7
41471043;BARRO,1976;1976;BARRO-RJ;INDEXATION IN A RATIONAL EXPECTATIONS MODEL;JOURNAL OF ECONOMIC THEORY; 0
40200054;PESANDO,1974;1974;PESANDO-JE;SUPPLY OF MONEY AND COMMON STOCK PRICES - FURTHER OBSERVATIONS ON ECONOMETRIC EVIDENCE;JOURNAL OF FINANCE; 0
39500261;LOVELL,1972;1972;LOVELL-MC;MINIMUM WAGE, TEENAGE UNEMPLOYMENT, AND BUSINESS CYCLE;WESTERN ECONOMIC JOURNAL; 0
40948830;SCHENONE,1975;1975;SCHENONE-OH;DYNAMIC ANALYSIS OF TAXATION;AMERICAN ECONOMIC REVIEW; 0
41342989;SHUPP,1976;1976;SHUPP-FR;OPTIMAL POLICY RULES FOR A TEMPORARY INCOMES-POLICY;REVIEW OF ECONOMIC STUDIES; 0
40003760;BRADFORD,1974;1974;BRADFORD-WD;INFLATION AND VALUE OF FIRM - MONETARY AND DEPRECIATION EFFECTS;SOUTHERN ECONOMIC JOURNAL; 0
41524582;GIDDY,1976;1976;GIDDY-IH;INTEGRATED THEORY OF EXCHANGE-RATE EQUILIBRIUM;JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS; 0
40141255;DARBY,1974;1974;DARBY-MR;PERMANENT INCOME THEORY OF CONSUMPTION - RESTATEMENT;QUARTERLY JOURNAL OF ECONOMICS; 2
40327111;JACKMAN,1974;1974;JACKMAN-R;KEYNES AND LEIJONHUFVUD;OXFORD ECONOMIC PAPERS-NEW SERIES; 0
41351575;WEINTRAUB,1976;1976;WEINTRAUB-S;REVISION AND RECANTATION IN HICKSIAN ECONOMICS - REVIEW ARTICLE;JOURNAL OF ECONOMIC ISSUES; 0
41201038;MACCINI,1976;1976;MACCINI-LJ;AGGREGATE DYNAMIC MODEL OF SHORT-RUN PRICE AND OUTPUT BEHAVIOR;QUARTERLY JOURNAL OF ECONOMICS; 0
38517354;PESEK,1970;1970;PESEK-BP;BANKS SUPPLY FUNCTION AND EQUILIBRIUM QUANTITY OF MONEY;CANADIAN JOURNAL OF ECONOMICS; 2
39968548;DAVIDSON,1973;1973;DAVIDSON-P;MONEY AS CAUSE AND EFFECT;ECONOMIC JOURNAL; 2
39045623;WARBURTO.C,1971;1971;WARBURTO.C;VARIABILITY OF LAG IN EFFECT OF MONETARY POLICY, 1919-1965;WESTERN ECONOMIC JOURNAL; 1
38860602;WALLIS,1971;1971;WALLIS-KF;WAGES, PRICES AND INCOMES POLICIES - SOME COMMENTS;ECONOMICA; 1
40263369;FISHER,1974;1974;FISHER-BS;QUARTERLY MODEL OF AGRICULTURAL INVESTMENT IN AUSTRALIA;AUSTRALIAN JOURNAL OF AGRICULTURAL ECONOMICS; 0
40490412;DARBY,1975;1975;DARBY-MR;POSTWAR US CONSUMPTION, CONSUMER EXPENDITURES, AND SAVING;AMERICAN ECONOMIC REVIEW; 0
38276931;PAULY,1970;1970;PAULY-MV;EFFICIENCY IN PROVISION OF CONSUMPTION SUBSIDIES;KYKLOS; 4
39805936;OKUN,1973;1973;OKUN-AM;UPWARD MOBILITY IN A HIGH-PRESSURE ECONOMY;BROOKINGS PAPERS ON ECONOMIC ACTIVITY; 1
41272112;GIERTZ,1976;1976;GIERTZ-JF;DECENTRALIZATION AT STATE AND LOCAL LEVEL - EMPIRICAL-ANALYSIS;NATIONAL TAX JOURNAL; 0
41401669;SHEA,1976;1976;SHEA-KL;IMPORTED INPUTS, DEVALUATION AND BALANCE OF PAYMENTS A KEYNESIAN MACRO-APPROACH;SOUTHERN ECONOMIC JOURNAL; 0
40616751;HARKNESS,1975;1975;HARKNESS-J;MONEY AND GROWTH IN A SIMPLE OPEN ECONOMY;CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE; 0
38347840;NAGATANI,1970;1970;NAGATANI-K;A NOTE ON PROFESSOR TOBINS MONEY AND ECONOMIC GROWTH;ECONOMETRICA; 3
40618254;RAMANATHAN,1975;1975;RAMANATHAN-R;MONETARY EXPANSION, BALANCE OF TRADE AND ECONOMIC-GROWTH;ECONOMIC RECORD; 0
39492150;GOLDFELD,1972;1972;GOLDFELD-SM;SOME IMPLICATIONS OF ENDOGENOUS STABILIZATION POLICY;BROOKINGS PAPERS ON ECONOMIC ACTIVITY; 2
38468665;STARLEAF,1970;1970;STARLEAF-DR;SPECIFICATION OF MONEY DEMAND-SUPPLY MODELS WHICH INVOLVE USE OF DISTRIBUTED LAGS;JOURNAL OF FINANCE; 2
40827037;PERSAD,1975;1975;PERSAD-U;ECONOMETRIC-MODEL OF TRINIDAD AND TOBAGO 1960-1971;SOCIAL AND ECONOMIC STUDIES; 0
39131155;SCADDING,1972;1972;SCADDING-JL;ALLAIS RESTATEMENT OF QUANTITY THEORY OF MONEY - NOTE;AMERICAN ECONOMIC REVIEW; 1
40258355;POSSEN,1974;1974;POSSEN-UM;STUDY OF AN INCOME EXPENDITURE MODEL;QUARTERLY JOURNAL OF ECONOMICS; 1
41252136;KONIG,1976;1976;KONIG-H;NEOCLASSICAL INVESTMENT THEORY AND INVESTOR BEHAVIOR IN WEST-GERMANY;JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK; 0
38813745;FEIGE,1971;1971;FEIGE-EL;OPTIMAL QUANTITY OF MONEY, BONDS, COMMODITY INVENTORIES, AND CAPITAL;AMERICAN ECONOMIC REVIEW;11
41412576;BOLNICK,1976;1976;BOLNICK-BR;COLLECTIVE GOODS PROVISION THROUGH COMMUNITY-DEVELOPMENT;ECONOMIC DEVELOPMENT AND CULTURAL CHANGE; 0
39062723;AULD,1971;1971;AULD-DAL;AUTOMATIC FISCAL STABILIZERS - PROBLEMS OF IDENTIFICATION AND MEASUREMENT;PUBLIC FINANCE-FINANCES PUBLIQUES; 2
40791329;LAIDLER,1975;1975;LAIDLER-D;INFLATION - SURVEY;ECONOMIC JOURNAL; 6
39023310;SANDMO,1971;1971;SANDMO-A;INVESTMENT AND RATE OF INTEREST;JOURNAL OF POLITICAL ECONOMY; 1
38491243;BRETON,1970;1970;BRETON-A;PUBLIC GOODS AND STABILITY OF FEDERALISM;KYKLOS; 5
41083573;SHESHINSKI,1976;1976;SHESHINSKI-E;INCOME TAXATION AND CAPITAL ACCUMULATION;QUARTERLY JOURNAL OF ECONOMICS; 0
40187233;VANDENDO.AL,1974;1974;VANDENDO.AL;THEORY OF NON-ECONOMIC OBJECTIVES IN OPEN ECONOMIES;JOURNAL OF INTERNATIONAL ECONOMICS; 0
40068791;BERGLAS,1974;1974;BERGLAS-E;DEVALUATION, MONETARY POLICY, AND BORDER TAX ADJUSTMENTS;CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE; 2
38730331;LELAND,1971;1971;LELAND-HE;OPTIMAL FORWARD EXCHANGE POSITIONS;JOURNAL OF POLITICAL ECONOMY; 1
39449790;FISCHER,1972;1972;FISCHER-S;KEYNES-WICKSELL AND NEOCLASSICAL MODELS OF MONEY AND GROWTH;AMERICAN ECONOMIC REVIEW; 8
41340276;OWEN,1976;1976;OWEN-JD;WORKWEEKS AND LEISURE - ANALYSIS OF TRENDS, 1948-1975;MONTHLY LABOR REVIEW; 0
40437676;JACOBS,1974;1974;JACOBS-RL;ESTIMATING LONG-RUN DEMAND FOR MONEY FROM TIME-SERIES DATA;JOURNAL OF POLITICAL ECONOMY; 0
40131647;HELLER,1974;1974;HELLER-WP;OPTIMAL TAXATION WITH COSTLY ADMINISTRATION;AMERICAN ECONOMIC REVIEW; 2
38702117;BRUNNER,1971;1971;BRUNNER-K;YALE AND MONEY;JOURNAL OF FINANCE; 0
39663054;FRENKEL,1973;1973;FRENKEL-JA;ELASTICITIES AND INTEREST PARITY THEORY;JOURNAL OF POLITICAL ECONOMY; 2
38610121;PRACHOWNY,1970;1970;PRACHOWNY-MFJ;NOTE ON INTEREST PARITY AND SUPPLY OF ARBITRAGE FUNDS;JOURNAL OF POLITICAL ECONOMY; 4
40660385;ORDOVER,1975;1975;ORDOVER-JA;LINEAR TAXATION OF WEALTH AND WAGES FOR INTRAGENERATIONAL LIFETIME JUSTICE - SOME STEADY-STATE CASES;AMERICAN ECONOMIC REVIEW; 1
41247863;ORDOVER,1976;1976;ORDOVER-JA;DISTRIBUTIVE JUSTICE AND OPTIMAL TAXATION OF WAGES AND INTEREST IN A GROWING ECONOMY;JOURNAL OF PUBLIC ECONOMICS; 0
39950314;BORPUJAR.JG,1973;1973;BORPUJAR.JG;WEIGHTED BUDGET BALANCE APPROACH TO FISCAL ANALYSIS - METHODOLOGY AND SOME CASE STUDIES;INTERNATIONAL MONETARY FUND STAFF PAPERS; 1
38609019;WOLOZIN,1970;1970;WOLOZIN-H;FISCAL POLICY DEAD;JOURNAL OF ECONOMIC ISSUES; 0
40475395;LITTLECHILD,1975;1975;LITTLECHILD-SC;COMMON COSTS, FIXED CHARGES, CLUBS AND GAMES;REVIEW OF ECONOMIC STUDIES; 0
39976331;GREENE,1974;1974;GREENE-KV;TOWARD A POSITIVE THEORY OF INTERGENERATIONAL INCOME TRANSFERS;PUBLIC FINANCE-FINANCES PUBLIQUES; 0
41440718;BARRY,1976;1976;BARRY-PF;AUSTRALIAN BUSINESS-CYCLE AND INTERNATIONAL CYCLICAL LINKAGES, 1959-1974;ECONOMIC RECORD; 0
41507200;BLINDER,1976;1976;BLINDER-AS;DOES FISCAL-POLICY STILL MATTER - REPLY;JOURNAL OF MONETARY ECONOMICS; 0
38330818;WEINTRAUB,1970;1970;WEINTRAUB-S;SOLOW AND STIGLITZ ON EMPLOYMENT AND DISTRIBUTION - NEW ROMANCE WITH AN OLD MODEL;QUARTERLY JOURNAL OF ECONOMICS; 0
41322894;HELLER,1976;1976;HELLER-HR;INTERNATIONAL RESERVES AND WORLD-WIDE INFLATION;INTERNATIONAL MONETARY FUND STAFF PAPERS; 0
41094111;LOTHIAN,1976;1976;LOTHIAN-JR;DEMAND FOR HIGH-POWERED MONEY;AMERICAN ECONOMIC REVIEW; 0
39131174;LEE,1972;1972;LEE-TH;MEASURING NEARNESS OF NEAR-MONEYS - COMMENT;AMERICAN ECONOMIC REVIEW; 2
40816536;VICKERS,1975;1975;VICKERS-D;FINANCE, AND FALSE TRADING IN NON-ATONEMENT MARKETS;AUSTRALIAN ECONOMIC PAPERS; 0
40163010;LAIDLER,1974;1974;LAIDLER-D;INFORMATION, MONEY AND MACROECONOMICS OF INFLATION;SWEDISH JOURNAL OF ECONOMICS; 1
41471199;HENDERSHOTT,1976;1976;HENDERSHOTT-PH;TAX CUT IN A MULTIPLE SECURITY MODEL - CROWDING OUT, PULLING IN AND TERM STRUCTURE OF INTEREST-RATES;JOURNAL OF FINANCE; 0
41241256;CARR,1976;1976;CARR-J;TAX EFFECTS, PRICE EXPECTATIONS AND NOMINAL RATE OF INTEREST;ECONOMIC INQUIRY; 0
39945246;CHEN,1973;1973;CHEN-CN;MONETARY EFFECT OF DEVALUATION - ALTERNATIVE INTERPRETATION OF COOPER PARADOX;WESTERN ECONOMIC JOURNAL; 0
38627842;JOSEPH,1970;1970;JOSEPH-H;COSTS OF ADJUSTMENT AND FLEXIBLE ACCELERATOR;WESTERN ECONOMIC JOURNAL; 0
41322897;OTANI,1976;1976;OTANI-I;MONETARY MODEL OF KOREAN ECONOMY;INTERNATIONAL MONETARY FUND STAFF PAPERS; 0
40480998;YOUNG,1975;1975;YOUNG-RM;CERTAINTY EQUIVALENCE, FIRST-ORDER CERTAINTY EQUIVALENCE, STOCHASTIC CONTROL, AND COVARIANCE STRUCTURE;ECONOMETRICA; 0
40456210;THIRLWALL,1974;1974;THIRLWALL-AP;INFLATION AND SAVINGS RATIO ACROSS COUNTRIES;JOURNAL OF DEVELOPMENT STUDIES; 0
39861454;FRIED,1973;1973;FRIED-J;MONEY, EXCHANGE AND GROWTH;WESTERN ECONOMIC JOURNAL; 0
41201524;PESTIEAU,1976;1976;PESTIEAU-P;PUBLIC INTERMEDIATE GOODS AND DISTORTIONARY TAXATION;EUROPEAN ECONOMIC REVIEW; 0
41519875;HOOL,1976;1976;HOOL-B;MONEY, EXPECTATIONS AND EXISTENCE OF A TEMPORARY EQUILIBRIUM;REVIEW OF ECONOMIC STUDIES; 0
40116379;SHOVEN,1974;1974;SHOVEN-JB;PROOF OF EXISTENCE OF A GENERAL EQUILIBRIUM WITH AD-VALOREM COMMODITY TAXES;JOURNAL OF ECONOMIC THEORY; 2
40749403;BROOME,1975;1975;BROOME-J;IMPORTANT THEOREM ON INCOME-TAX;REVIEW OF ECONOMIC STUDIES; 0
41314566;CARGILL,1976;1976;CARGILL-TF;ANTICIPATED PRICE CHANGES AND NOMINAL INTEREST-RATES IN 1950S;REVIEW OF ECONOMICS AND STATISTICS; 0
38760832;KOOT,1971;1971;KOOT-RS;ANALYSIS OF INCOME STABILITY AND MONEY SUPPLY, 1952-1968;APPLIED ECONOMICS; 0
38482277;KOOT,1970;1970;KOOT-RS;ECONOMIC GROWTH AND STABILITY SINCE EMPLOYMENT ACT OF 1946;QUARTERLY REVIEW OF ECONOMICS AND BUSINESS; 0
41421751;MORRIS,1976;1976;MORRIS-JR;MODEL FOR CORPORATE DEBT MATURITY DECISIONS;JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS; 0
39952786;ROSS,1973;1973;ROSS-SA;WAGE DETERMINATION, INFLATION, AND INDUSTRIAL STRUCTURE;AMERICAN ECONOMIC REVIEW; 4
40497088;WHALLEY,1975;1975;WHALLEY-J;GENERAL EQUILIBRIUM ASSESSMENT OF 1973 UNITED KINGDOM TAX REFORM;ECONOMICA; 1
39016982;PORTER,1971;1971;PORTER-MG;THEORETICAL AND EMPIRICAL FRAMEWORK FOR ANALYZING TERM STRUCTURE OF EXCHANGE RATE EXPECTATIONS;INTERNATIONAL MONETARY FUND STAFF PAPERS; 1
40947963;DESAI,1975;1975;DESAI-M;PHILLIPS CURVE - REVISIONIST INTERPRETATION;ECONOMICA; 0
38758125;BACHA,1971;1971;BACHA-E;FOREIGN EXCHANGE SHADOW PRICES - CRITICAL REVIEW OF CURRENT THEORIES;QUARTERLY JOURNAL OF ECONOMICS; 1
39965225;BEHRENS,1973;1973;BEHRENS-J;ALTERNATIVE DEFINITIONS OF INCOME REDISTRIBUTION;PUBLIC FINANCE-FINANCES PUBLIQUES; 0
41248333;BALTENSPERGER,1976;1976;BALTENSPERGER-E;BORROWER LENDER RELATIONSHIP, COMPETITIVE EQUILIBRIUM, AND THEORY OF HEDONIC PRICES;AMERICAN ECONOMIC REVIEW; 1
39530997;AOKI,1973;1973;AOKI-M;SUFFICIENT CONDITIONS FOR OPTIMAL STABILIZATION POLICIES;REVIEW OF ECONOMIC STUDIES; 5
40285119;SCULLY,1974;1974;SCULLY-GW;STATIC VS DYNAMIC PHILLIPS CURVES;REVIEW OF ECONOMICS AND STATISTICS; 0
41352050;FROYEN,1976;1976;FROYEN-RT;AGGREGATIVE STRUCTURE OF KEYNES GENERAL THEORY;QUARTERLY JOURNAL OF ECONOMICS; 0
39229971;MILLAR,1972;1972;MILLAR-JR;SOCIAL ACCOUNTING BASIS OF KEYNES AGGREGATE SUPPLY AND DEMAND FUNCTIONS;ECONOMIC JOURNAL; 0
40423688;TURNOVSKY,1974;1974;TURNOVSKY-SJ;PRICE EXPECTATIONS AND WELFARE GAINS FROM PRICE STABILIZATION;AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS; 1
40060725;MCLURE,1974;1974;MCLURE-CE;DIAGRAMMATIC EXPOSITION OF HARBERGER MODEL WITH ONE IMMOBILE FACTOR;JOURNAL OF POLITICAL ECONOMY; 2
40516520;PACKER,1975;1975;PACKER-AH;STRENGTH AND TARGET-SEEKING CHARACTERISTICS OF AUTOMATIC STABILIZERS;QUARTERLY JOURNAL OF ECONOMICS; 0
38311856;MELITZ,1970;1970;MELITZ-J;INTERNATIONAL DIFFERENCES IN INCOME VELOCITY;REVIEW OF ECONOMICS AND STATISTICS; 4
41507398;GREEN,1976;1976;GREEN-J;PARTIAL EQUILIBRIUM APPROACH TO FREE-RIDER PROBLEM;JOURNAL OF PUBLIC ECONOMICS; 0
41031772;GARVY,1975;1975;GARVY-G;KEYNES AND ECONOMIC ACTIVISTS OF PRE-HITLER GERMANY;JOURNAL OF POLITICAL ECONOMY; 0
39165821;LEVHARI,1972;1972;LEVHARI-D;LIFETIME EXCESS BURDEN OF A TAX;JOURNAL OF POLITICAL ECONOMY; 1
41507222;LAIDLER,1976;1976;LAIDLER-D;INFLATION - ALTERNATIVE EXPLANATIONS AND POLICIES - TESTS ON DATA DRAWN FROM 6 COUNTRIES;CARNEGIE-ROCHESTER CONFERENCE SERIES ON PUBLIC POLICY; 0
38604747;THOMAS,1970;1970;THOMAS-RL;NOTE ON DYNAMIC PROPERTIES OF HINES INFLATION MODEL;REVIEW OF ECONOMIC STUDIES; 1
40290198;HEWSON,1974;1974;HEWSON-J;EURO-DOLLAR DEPOSIT MULTIPLIER - PORTFOLIO APPROACH;INTERNATIONAL MONETARY FUND STAFF PAPERS; 0
38674398;SAITO,1971;1971;SAITO-M;INTERINDUSTRY STUDY OF PRICE FORMATION;REVIEW OF ECONOMICS AND STATISTICS; 0
39560776;ELLIOTT,1973;1973;ELLIOTT-JW;DIRECT COMPARISON OF SHORT-RUN GNP FORECASTING MODELS;JOURNAL OF BUSINESS; 0
39051235;ARCHIBAL.GC,1971;1971;ARCHIBAL.GC;THEORY OF FOREIGN EXCHANGE RESERVE REQUIREMENTS;REVIEW OF ECONOMIC STUDIES; 4
39336022;DAVID,1972;1972;DAVID-PA;JUST HOW MISLEADING ARE OFFICIAL EXCHANGE RATE CONVERSIONS;ECONOMIC JOURNAL; 3
40249006;BLOCH,1974;1974;BLOCH-FA;TERM STRUCTURE OF INTEREST RATES IN AUSTRALIA - TEST USING ERROR-LEARNING MODEL;ECONOMIC RECORD; 1
40618253;JUTTNER,1975;1975;JUTTNER-DJ;TIME SERIES ANALYSIS OF TERM STRUCTURE OF AUSTRALIAN INTEREST-RATES;ECONOMIC RECORD; 0
40755179;EATWELL,1975;1975;EATWELL-J;MR SRAFFAS STANDARD COMMODITY AND RATE OF EXPLOITATION;QUARTERLY JOURNAL OF ECONOMICS; 0
39044316;KALDOR,1971;1971;KALDOR-N;CONFLICTS IN NATIONAL ECONOMIC OBJECTIVES;ECONOMIC JOURNAL; 0
38614204;PERRY,1970;1970;PERRY-GL;CHANGING LABOR MARKETS AND INFLATION;BROOKINGS PAPERS ON ECONOMIC ACTIVITY; 9
40961342;BARTH,1975;1975;BARTH-JR;SEASONAL VARIATION IN INTEREST RATES;REVIEW OF ECONOMICS AND STATISTICS; 0
38642589;LAIDLER,1970;1970;LAIDLER-D;DEMAND FOR MONEY IN UNITED-KINGDOM 1956-1967 - PRELIMINARY ESTIMATES;MANCHESTER SCHOOL OF ECONOMIC AND SOCIAL STUDIES; 2
41205013;GANDOLFI,1976;1976;GANDOLFI-AE;DEMAND FOR MONEY FROM GREAT DEPRESSION TO PRESENT;AMERICAN ECONOMIC REVIEW; 0
